single_alert_amount_pct,single_alert_amount_abs,single_alert_t_value,alert_summary_status,single_alert_new_value,single_alert_prev_value,single_alert_status,target,"single_alert_series_signature_tags_bytecode-cached, cold, fission, webrender","single_alert_series_signature_tags_bytecode-cached, fission, warm, webrender","single_alert_series_signature_tags_cold, fission, interactive, webrender","single_alert_series_signature_tags_cold, fission, webrender","single_alert_series_signature_tags_cold, webrender","single_alert_series_signature_tags_fission, warm, webrender","single_alert_series_signature_tags_fission, webrender","single_alert_series_signature_tags_warm, webrender",single_alert_series_signature_tags_webrender,single_alert_manually_created_True,single_alert_series_signature_suite_freq
48.78,25437.58,9.55,0.0,77585.42,52147.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
29.57,-22674.0,9.06,0.0,54007.0,76681.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.97,-19684.46,9.05,0.0,53299.92,72984.38,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
27.95,-20253.37,8.69,0.0,52198.33,72451.71,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
30.57,-22796.73,7.09,0.0,51773.92,74570.64,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.57,-18882.92,7.29,0.0,52194.08,71077.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
40.12,20870.62,7.52,0.0,72895.0,52024.38,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
23.6,-16351.08,7.66,0.0,52940.0,69291.08,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
30.05,36294.67,7.81,0.0,157066.08,120771.42,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
39.05,23966.33,7.01,0.0,85335.25,61368.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
31.03,-26481.83,7.29,0.0,58851.75,85333.58,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.56,-21101.83,7.06,0.0,61464.42,82566.25,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
29.71,-24972.92,7.18,0.0,59084.08,84057.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
31.15,-28081.0,12.3,0.0,62067.33,90148.33,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.26,-22618.67,8.24,0.0,63502.92,86121.58,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
29.19,-25154.79,8.68,0.0,61025.5,86180.29,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
31.02,-27345.3,7.58,0.0,60802.42,88147.71,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
27.85,-23239.29,7.24,0.0,60204.5,83443.79,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
42.0,25472.77,8.67,0.0,86116.83,60644.06,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
38.76,23947.17,7.24,0.0,85731.42,61784.25,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
33.27,-102685.58,16.35,0.0,205954.92,308640.5,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
43.26,89709.72,7.73,0.0,297076.0,207366.28,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.94,-84122.46,7.36,0.0,228106.08,312228.54,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
43.25,95610.0,9.98,0.0,316655.0,221045.0,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
15.07,-46045.42,8.34,0.0,259452.58,305498.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
15.8,42490.33,7.33,0.0,311374.0,268883.67,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
20.97,-68385.13,9.73,0.0,257719.17,326104.29,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
19.4,50639.87,11.25,0.0,311652.83,261012.96,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.92,-60396.46,7.95,0.0,276707.08,337103.54,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.78,71313.12,7.13,0.0,337576.83,266263.71,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
32.83,-110508.08,7.29,0.0,226061.5,336569.58,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
55.99,120519.0,16.65,0.0,335771.67,215252.67,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.26,-69310.88,12.53,0.0,256712.25,326023.12,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.03,66789.07,7.93,0.0,333662.42,266873.35,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
42.88,94195.5,7.4,0.0,313888.92,219693.42,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
53.4,116186.0,9.36,0.0,333744.83,217558.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.15,-85684.42,10.23,0.0,241944.5,327628.92,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
45.57,95384.08,9.92,0.0,304679.92,209295.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
18.84,50132.04,7.34,0.0,316260.17,266128.12,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.8,-83229.96,12.89,0.0,252397.83,335627.79,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
27.48,-92609.42,7.77,0.0,244415.25,337024.67,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.57,-84023.08,9.26,0.0,258004.75,342027.83,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
32.01,76992.71,14.12,0.0,317541.25,240548.54,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
39.03,-131787.33,33.29,0.0,205869.58,337656.92,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
59.4,124971.5,32.42,0.0,335363.33,210391.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
33.41,-112416.67,24.38,0.0,224042.25,336458.92,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
35.67,88542.83,9.72,0.0,336776.58,248233.75,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.63,-90433.25,17.26,0.0,249214.58,339647.83,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
57.4,123683.67,28.66,0.0,339162.33,215478.67,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
7.23,-24669.42,8.27,0.0,316712.17,341381.58,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
29.19,-91677.25,14.02,0.0,222422.25,314099.5,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.42,-82392.92,15.36,0.0,229497.42,311890.33,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
32.65,82439.92,16.0,0.0,334963.17,252523.25,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
38.47,-130570.17,31.15,0.0,208842.58,339412.75,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
40.4,97886.17,16.76,0.0,340153.5,242267.33,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.88,-91247.08,19.37,0.0,248183.42,339430.5,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
7.36,23238.58,12.02,0.0,338870.5,315631.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
28.12,-94880.83,20.64,0.0,242561.17,337442.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
46.71,102565.42,15.77,0.0,322167.08,219601.67,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
34.24,-110259.75,23.81,0.0,211798.92,322058.67,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
48.35,104195.42,17.72,0.0,319687.08,215491.67,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
31.05,-95473.96,13.34,0.0,212030.0,307503.96,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
32.3,-101263.42,13.84,0.0,212287.0,313550.42,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
47.65,101939.25,11.58,0.0,315870.33,213931.08,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.9,-74024.75,7.4,0.0,223296.33,297321.08,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
27.4,-85882.67,7.1,0.0,227614.33,313497.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
34.92,87902.29,9.87,0.0,339621.17,251718.88,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.14,-88470.42,9.74,0.0,249934.75,338405.17,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
19.37,-65284.93,7.1,0.0,271826.19,337111.12,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
23.39,62157.96,8.22,0.0,327938.75,265780.79,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
33.06,-110140.08,15.04,0.0,223024.17,333164.25,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
7.01,-249.25,7.46,0.0,3307.92,3557.17,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
31.34,42402.46,7.33,0.0,177711.17,135308.71,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.74,34896.0,7.46,0.0,165401.92,130505.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
15.86,-733.71,7.63,0.0,3891.67,4625.38,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
13.89,-3390.71,7.11,0.0,21013.08,24403.79,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
6.39,134.82,7.21,0.0,2243.42,2108.6,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
13.51,-3571.92,7.13,0.0,22872.08,26444.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.83,45890.54,7.93,0.0,230736.25,184845.71,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
9.2,-1160.33,10.16,0.0,11445.92,12606.25,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
6.83,990.79,7.61,0.0,15500.75,14509.96,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
11.32,-1804.17,10.59,0.0,14129.25,15933.42,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
10.04,-6591.92,7.03,0.0,59058.33,65650.25,0.0,0,False,False,False,False,False,False,False,False,False,False,0.004780699316248819
8.71,-5737.62,8.83,0.0,60165.33,65902.96,0.0,0,False,False,False,False,False,False,False,False,False,False,0.004780699316248819
11.68,6831.71,7.74,0.0,65315.0,58483.29,0.0,1,False,False,False,False,False,False,False,False,False,False,0.004780699316248819
9.77,-10469.17,9.48,0.0,96655.83,107125.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.004780699316248819
8.01,-7731.29,10.86,0.0,88744.08,96475.38,0.0,0,False,False,False,False,False,False,False,False,False,False,0.004780699316248819
10.1,9029.58,9.08,0.0,98408.25,89378.67,0.0,1,False,False,False,False,False,False,False,False,False,False,0.004780699316248819
22.74,11750.12,7.12,0.0,63412.92,51662.79,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.16,12577.25,9.09,0.0,62573.17,49995.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
19.57,-12248.08,9.01,0.0,50325.08,62573.17,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
18.02,-11033.75,7.53,0.0,50183.25,61217.0,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
18.92,-12173.74,7.46,0.0,52180.5,64354.24,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
16.42,-9824.54,7.28,0.0,50005.08,59829.62,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.32,10998.42,8.35,0.0,62580.5,51582.08,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.12,-10540.49,7.41,0.0,51023.42,61563.9,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
28.26,-141946.52,7.98,0.0,360407.75,502354.27,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
16.32,70206.25,7.6,0.0,500383.67,430177.42,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.9,-109561.42,8.45,0.0,390822.25,500383.67,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.7,-124164.92,8.5,0.0,358950.5,483115.42,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
33.33,116832.96,8.59,0.0,467320.08,350487.12,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
40.3,145323.83,8.68,0.0,505944.75,360620.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
12.59,-64190.69,13.34,0.0,445467.0,509657.69,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
35.93,134125.83,8.54,0.0,507443.25,373317.42,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
35.92,131722.42,8.16,0.0,498479.83,366757.42,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
30.77,115667.49,7.24,0.0,491535.58,375868.09,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
43.31,141308.83,8.88,0.0,467600.42,326291.58,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
30.78,-132167.53,7.11,0.0,297288.33,429455.86,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
60.35,194629.08,7.77,0.0,517121.67,322492.58,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
33.46,-170349.17,7.78,0.0,338695.33,509044.5,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
39.66,137883.75,7.36,0.0,485580.58,347696.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.7,13023.35,7.16,0.0,73043.42,60020.06,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
19.06,-13921.25,9.38,0.0,59122.17,73043.42,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.11,-12163.17,7.67,0.0,58913.5,71076.67,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.69,14518.04,10.1,0.0,73323.42,58805.38,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
18.0,-13048.21,7.35,0.0,59457.08,72505.29,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.39,12952.17,7.9,0.0,73511.42,60559.25,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
20.83,54376.0,8.02,0.0,315449.83,261073.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.65,-79655.58,12.14,0.0,230848.67,310504.25,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
23.55,64032.58,12.03,0.0,335979.5,271946.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
7.67,24027.33,12.6,0.0,337441.42,313414.08,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.75,-73541.42,23.92,0.0,264511.42,338052.83,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.31,61155.83,7.7,0.0,312707.67,251551.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
20.99,-65602.67,7.11,0.0,246916.58,312519.25,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
24.07,-81204.92,7.14,0.0,256199.83,337404.75,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
35.28,88377.69,11.26,0.0,338912.08,250534.39,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
15.93,43321.0,9.28,0.0,315197.42,271876.42,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
13.12,-42398.28,7.15,0.0,280828.92,323227.2,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.16,47832.39,8.05,0.0,326580.08,278747.7,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.32,49628.83,8.05,0.0,336132.58,286503.75,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
26.08,69640.42,8.78,0.0,336619.33,266978.92,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
19.33,54358.67,15.38,0.0,335507.67,281149.0,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
14.65,-49102.5,7.11,0.0,286166.25,335268.75,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.14,-63669.96,7.82,0.0,237521.0,301190.96,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.68,68895.92,9.19,0.0,337219.0,268323.08,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.62,-59816.75,9.94,0.0,279650.58,339467.33,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
17.27,49728.83,9.45,0.0,337618.58,287889.75,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
25.06,-84185.96,9.1,0.0,251772.67,335958.62,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.55,59138.67,10.33,0.0,333558.5,274419.83,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
10.59,32227.54,7.16,0.0,336439.17,304211.62,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
22.1,59965.29,7.25,0.0,331313.92,271348.62,0.0,1,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
30.82,-16167.12,7.57,0.0,36297.92,52465.04,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
29.37,-13929.71,7.72,0.0,33506.5,47436.21,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
27.39,-12718.12,7.4,0.0,33719.25,46437.38,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
16.87,-14459.08,8.09,0.0,71273.33,85732.42,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
21.37,-19225.92,9.75,0.0,70720.42,89946.33,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
20.15,-18072.42,7.06,0.0,71633.08,89705.5,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
20.66,-3408.38,7.61,0.0,13090.25,16498.62,0.0,0,False,False,False,False,False,False,False,False,False,False,0.0939463005169826
3.65,368213.33,1000.0,6.0,10465792.0,10097578.67,4.0,1,False,False,False,False,False,False,False,False,False,True,0.0020012229695925286
3.89,392533.33,23.45,2.0,10488149.33,10095616.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.0020012229695925286
4.76,493056.0,30.89,2.0,10859008.0,10365952.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.0020012229695925286
4.48,-487082.67,30.47,4.0,10374314.67,10861397.33,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0020012229695925286
3.56,371797.33,1000.0,7.0,10827264.0,10455466.67,4.0,1,False,False,False,False,False,False,False,False,False,True,0.0020012229695925286
3.6,376976.41,8.28,2.0,10852181.33,10475204.92,2.0,1,False,False,False,False,False,False,False,False,False,False,0.0020012229695925286
3.59,-389717.33,9.55,3.0,10469546.67,10859264.0,3.0,0,False,False,False,False,False,False,False,False,False,False,0.0020012229695925286
3.91,-423949.13,18.93,4.0,10430293.33,10854242.46,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0020012229695925286
2.11,37115.67,1000.0,6.0,1798753.33,1761637.67,4.0,1,False,False,False,False,False,False,False,False,False,True,0.000555895269331258
2.1,36996.0,15.03,2.0,1795335.33,1758339.33,2.0,1,False,False,False,False,False,False,False,False,False,False,0.000555895269331258
2.43,43500.33,16.27,2.0,1837259.33,1793759.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.000555895269331258
5.43,85733.0,1000.0,7.0,1664400.0,1578667.0,4.0,1,False,False,False,False,False,False,False,False,False,True,0.003001834454388793
5.42,85554.0,482.5,2.0,1664234.0,1578680.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
4.77,-79343.33,148.05,2.0,1583912.0,1663255.33,2.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.26,4108.0,1000.0,6.0,1588965.33,1584857.33,4.0,1,False,False,False,False,False,False,False,False,False,True,0.003001834454388793
0.25,3990.67,63.04,2.0,1588953.33,1584962.67,2.0,1,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.28,4479.0,1000.0,6.0,1593032.0,1588553.0,4.0,1,False,False,False,False,False,False,False,False,False,True,0.003001834454388793
0.28,4492.0,15.16,2.0,1593032.0,1588540.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.73,-11649.33,16.02,2.0,1581389.33,1593038.67,2.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.31,-4840.0,22.42,2.0,1574808.0,1579648.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
1.66,-26162.67,163.82,4.0,1548915.33,1575078.0,4.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
1.33,-20603.69,69.78,2.0,1528896.0,1549499.69,2.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
1.37,-20911.33,57.82,2.0,1507980.67,1528892.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.27,4096.0,58346680351467.67,2.0,1511000.0,1506904.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.34,-5150.67,445.55,4.0,1505833.33,1510984.0,4.0,0,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
0.75,11258.0,18.96,2.0,1519402.0,1508144.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.003001834454388793
2.16,224426.67,13.42,2.0,10613930.67,10389504.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.0026682972927900383
4.3,453120.0,18.17,2.0,10979173.33,10526053.33,2.0,1,False,False,False,False,False,False,False,False,False,False,0.0026682972927900383
4.46,-489642.67,18.09,4.0,10498746.67,10988389.33,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0026682972927900383
28.29,-2970173.05,196.52,2.0,7527744.67,10497917.71,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0026682972927900383
18.76,-110708576.84,51.67,2.0,479549445.35,590258022.19,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0007226638501306354
3.47,-3355241.28,1000.0,4.0,93336106.99,96691348.27,4.0,0,False,False,False,False,False,False,False,False,False,True,0.000277947634665629
4.03,-3901747.17,9.17,2.0,92870616.8,96772363.98,2.0,0,False,False,False,False,False,False,False,False,False,False,0.000277947634665629
4.62,241590.15,1000.0,7.0,5472953.02,5231362.86,4.0,1,False,False,False,False,False,False,False,False,False,True,0.000833842903996887
4.3,225617.7,9.21,2.0,5468357.42,5242739.71,2.0,1,False,False,False,False,False,False,False,False,False,False,0.000833842903996887
4.75,-260365.16,15.73,4.0,5215644.35,5476009.51,4.0,0,False,False,False,False,False,False,False,False,False,False,0.000833842903996887
2.0,3.0,1000.0,2.0,153.0,150.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.68,4.0,1000.0,2.0,153.0,149.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.92,3.0,19.38,2.0,105.83,102.83,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.84,7.42,46.79,2.0,102.0,94.58,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
0.21,179125.67,7.84,2.0,85323714.67,85144589.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.21,178171.0,10.8,2.0,85335622.75,85157451.75,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
6.47,5518794.08,335.86,2.0,90875011.08,85356217.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.23,200767.67,1000.0,6.0,87011899.58,86811131.92,4.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.22,189763.5,11.61,2.0,87017348.25,86827584.75,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
4.5,3746236.83,303.2,2.0,87006940.0,83260703.17,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
2.15,1797101.5,114.44,2.0,85314625.58,83517524.08,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.16,140441.75,8.02,2.0,86247240.75,86106799.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.17,144197.71,7.05,2.0,86380486.0,86236288.29,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.05,39347.29,1000.0,7.0,86908812.92,86869465.62,4.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.54,467666.17,7.46,3.0,87106997.83,86639331.67,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.37,320917.83,12.78,2.0,87185661.92,86864744.08,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.43,378170.46,1000.0,6.0,87611367.83,87233197.38,4.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.42,370053.54,16.65,2.0,87626665.67,87256612.12,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.62,547466.0,11.75,2.0,88207306.5,87659840.5,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.3,263324.08,9.33,2.0,88455176.75,88191852.67,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.94,829748.17,11.2,2.0,89460730.25,88630982.08,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.74,664811.21,1000.0,5.0,90345092.0,89680280.79,4.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.79,709428.58,21.38,3.0,90369482.08,89660053.5,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.29,261730.12,7.36,2.0,90904141.08,90642410.96,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.13,114727.29,1000.0,2.0,90860948.75,90746221.46,3.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.4,363726.58,10.53,2.0,91658989.0,91295262.42,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.53,487362.0,12.15,6.0,92284930.0,91797568.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.3,273630.23,7.66,2.0,92549680.42,92276050.19,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
95.7,-168.69,191.32,2.0,7.57,176.27,2.0,1,False,False,False,False,False,False,True,False,False,False,0.005670131747178831
3.01,-0.23,7.48,2.0,7.38,7.6,2.0,1,False,False,False,False,False,False,True,False,False,False,0.005670131747178831
3.42,-0.26,9.9,5.0,7.29,7.55,4.0,1,False,False,False,False,False,False,True,False,False,False,0.005670131747178831
3.91,0.31,7.29,3.0,8.31,8.0,3.0,0,False,False,False,False,False,False,True,False,False,False,0.005670131747178831
4.13,-0.34,1000.0,2.0,7.91,8.25,2.0,1,False,False,False,False,False,False,True,False,False,True,0.005670131747178831
