single_alert_amount_pct,single_alert_amount_abs,single_alert_t_value,alert_summary_status,single_alert_new_value,single_alert_prev_value,single_alert_status,target,"single_alert_series_signature_tags_bytecode-cached, cold, fission, webrender","single_alert_series_signature_tags_bytecode-cached, fission, warm, webrender","single_alert_series_signature_tags_cold, fission, interactive, webrender","single_alert_series_signature_tags_cold, fission, webrender","single_alert_series_signature_tags_cold, webrender","single_alert_series_signature_tags_fission, warm, webrender","single_alert_series_signature_tags_fission, webrender","single_alert_series_signature_tags_warm, webrender",single_alert_series_signature_tags_webrender,single_alert_manually_created_True,single_alert_series_signature_suite_freq
7.5,17.53,11.45,5.0,251.41,233.87,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0021679915503919063
6.37,-15.82,14.0,5.0,232.69,248.51,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0021679915503919063
6.65,15.38,10.84,5.0,246.52,231.15,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0021679915503919063
5.17,-12.85,7.04,2.0,235.67,248.51,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0021679915503919063
2.12,-12.92,7.08,2.0,595.5,608.42,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0014453277002612708
2.33,-7.86,10.31,2.0,329.27,337.13,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.38,-7.97,8.6,2.0,326.77,334.73,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.72,-8.81,9.2,4.0,315.54,324.36,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.21,6.98,7.81,6.0,322.36,315.38,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.31,-5.17,8.98,4.0,218.39,223.56,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.02,-4.52,7.27,4.0,218.54,223.05,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.21,-3.08,7.02,2.0,136.44,139.52,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.05,-2.73,7.64,4.0,130.64,133.37,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.49,3.2,8.08,6.0,131.99,128.78,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.95,-0.91,7.04,4.0,22.05,22.96,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.4,-12.44,14.88,2.0,353.81,366.25,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.23,-7.91,9.05,2.0,347.05,354.95,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.45,-8.61,9.86,2.0,343.08,351.69,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.15,-7.6,9.12,4.0,346.37,353.98,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.24,-7.98,7.82,4.0,348.31,356.3,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.39,-8.42,8.39,4.0,343.28,351.7,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.25,-7.83,8.38,4.0,340.09,347.92,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.76,-47.67,14.89,2.0,1220.14,1267.81,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.8,-34.78,9.08,2.0,1205.65,1240.43,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.43,-29.99,8.67,2.0,1203.87,1233.85,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.43,-29.84,10.29,4.0,1198.95,1228.79,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.61,31.21,8.63,6.0,1226.58,1195.38,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.45,-13.06,11.96,2.0,365.64,378.7,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.33,-12.37,9.04,2.0,359.48,371.84,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.21,-11.7,13.07,2.0,353.06,364.76,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.11,-11.35,14.63,4.0,353.32,364.68,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.33,-8.38,8.5,4.0,350.81,359.19,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.19,-7.78,8.42,4.0,347.77,355.55,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.1,-10.94,7.27,4.0,342.5,353.44,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.68,-9.42,7.51,4.0,341.43,350.85,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.76,-12.86,9.17,6.0,329.18,342.04,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.96,-35.35,13.09,2.0,1156.96,1192.3,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.2,-25.91,9.48,2.0,1153.09,1179.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.16,-25.34,8.67,2.0,1148.83,1174.17,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.63,-30.86,8.36,4.0,1142.68,1173.54,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.37,-27.28,7.19,4.0,1125.06,1152.34,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
8.62,-1.14,7.0,4.0,12.09,13.23,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.68,-8.37,7.41,2.0,303.65,312.02,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.44,-7.55,8.46,2.0,301.97,309.51,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.16,-6.7,7.1,4.0,303.03,309.74,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.17,-14.36,7.27,2.0,438.9,453.26,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.11,-13.6,7.02,4.0,423.08,436.68,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.12,-16.14,8.06,2.0,500.88,517.02,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.77,-19.58,8.57,4.0,499.76,519.34,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.42,-3.53,8.07,2.0,142.17,145.69,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.4,-3.72,8.97,2.0,151.45,155.17,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.78,-5.7,13.88,2.0,199.33,205.03,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
7.33,14.26,15.97,6.0,208.72,194.46,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.58,-5.33,8.91,4.0,201.29,206.63,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.09,-21.86,9.15,2.0,512.99,534.85,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.02,-10.92,7.21,2.0,528.89,539.81,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.43,-13.23,10.37,4.0,530.23,543.47,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
6.25,-0.5,7.16,4.0,7.48,7.98,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.21,-0.96,7.14,2.0,42.53,43.5,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.74,-1.21,8.8,2.0,42.86,44.07,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.16,-1.38,7.67,2.0,42.28,43.65,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.35,-1.06,7.97,4.0,44.18,45.25,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.93,-1.35,7.62,4.0,44.81,46.16,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.05,-1.84,7.48,4.0,43.69,45.53,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.36,-1.47,7.41,4.0,42.28,43.75,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.88,-39.17,24.78,2.0,627.27,666.44,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.74,-35.31,23.22,2.0,579.84,615.14,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.67,-28.01,15.35,2.0,572.46,600.47,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.85,-24.04,13.67,4.0,600.21,624.25,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.07,-12.85,7.3,4.0,607.34,620.19,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.28,25.86,7.23,2.0,630.21,604.36,2.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.88,-24.38,11.81,4.0,603.42,627.79,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.75,-29.52,15.03,4.0,591.31,620.83,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.48,14.76,7.75,6.0,610.92,596.16,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.89,-29.8,20.1,4.0,579.7,609.5,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
11.22,65.15,27.72,6.0,645.71,580.56,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.99,-25.84,8.13,4.0,621.08,646.93,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.2,-21.18,7.49,2.0,386.56,407.74,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.3,-20.81,7.98,2.0,371.5,392.32,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
19.08,1.91,15.52,6.0,11.91,10.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.39,-5.65,7.32,2.0,230.46,236.11,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.49,-5.79,7.09,2.0,226.88,232.67,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.39,-5.32,10.9,4.0,217.21,222.53,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.73,-9.13,8.78,2.0,324.92,334.06,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.02,-6.7,7.36,2.0,325.08,331.78,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.41,-7.74,7.34,4.0,313.19,320.93,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.52,7.92,7.44,6.0,322.47,314.55,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.14,-5.42,7.02,2.0,247.77,253.19,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.58,-6.39,8.48,4.0,241.79,248.19,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.53,-5.95,8.54,2.0,228.94,234.89,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.42,-5.51,7.07,4.0,221.94,227.45,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.83,-6.31,8.69,4.0,216.31,222.62,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.46,-3.41,7.47,2.0,135.33,138.73,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.04,-2.84,7.02,2.0,136.57,139.41,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.52,-3.38,7.07,4.0,130.67,134.05,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.28,2.92,8.61,6.0,131.13,128.21,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.07,-0.93,7.04,4.0,21.88,22.81,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.34,-12.17,15.74,2.0,352.04,364.2,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.82,-10.01,9.71,2.0,345.52,355.53,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.46,-8.64,10.53,2.0,341.96,350.6,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.49,8.66,7.98,2.0,356.02,347.35,2.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.11,-7.51,7.35,4.0,348.33,355.85,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.6,-9.13,13.27,4.0,341.37,350.49,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.59,8.74,7.62,6.0,346.65,337.9,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.86,-48.76,16.02,2.0,1215.7,1264.45,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.31,-41.0,12.55,2.0,1198.33,1239.33,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.07,-25.39,7.14,2.0,1199.23,1224.62,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.4,-29.35,8.15,4.0,1193.55,1222.9,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.02,-24.6,9.79,4.0,1194.18,1218.78,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.94,-14.97,16.98,2.0,364.72,379.69,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.35,-12.46,11.29,2.0,359.29,371.75,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.56,-9.37,9.01,2.0,356.6,365.97,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.76,-9.9,8.32,4.0,348.2,358.1,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.18,-11.22,10.24,4.0,341.48,352.7,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.85,-10.0,7.85,4.0,340.7,350.7,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.47,-41.36,11.28,2.0,1150.35,1191.72,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.18,-25.59,7.75,2.0,1149.89,1175.48,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.15,-36.86,8.07,4.0,1131.76,1168.62,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.45,-28.65,8.47,4.0,1138.49,1167.14,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.2,-25.29,7.04,4.0,1124.83,1150.12,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.69,-8.38,7.83,2.0,303.47,311.85,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.75,-8.6,7.2,2.0,303.68,312.28,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.35,-15.05,7.82,2.0,434.45,449.49,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.12,-16.48,11.44,2.0,512.63,529.11,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.37,16.85,7.82,6.0,516.77,499.92,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.4,-4.95,14.22,2.0,140.87,145.82,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.49,-3.85,10.01,2.0,150.74,154.59,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.75,-5.63,10.42,2.0,199.31,204.94,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.04,-6.02,7.99,4.0,192.07,198.09,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
7.91,15.29,13.34,6.0,208.45,193.16,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.7,-7.72,8.68,4.0,200.97,208.7,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.56,-5.27,7.38,4.0,200.27,205.53,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.01,-26.66,14.66,2.0,505.61,532.27,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.93,-15.33,7.04,2.0,507.89,523.21,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.61,-13.78,7.14,4.0,513.79,527.58,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.53,-0.38,7.63,2.0,7.94,8.31,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.9,-0.4,7.61,2.0,7.74,8.14,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.33,-1.02,7.33,2.0,42.79,43.81,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.16,-1.4,10.2,2.0,43.11,44.52,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.3,-1.45,7.65,2.0,42.39,43.84,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.74,-1.26,7.89,4.0,44.55,45.81,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.94,-1.37,7.62,4.0,45.19,46.56,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.99,-1.37,8.26,4.0,44.42,45.79,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.67,-1.66,10.22,4.0,43.64,45.31,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.47,-1.55,7.82,4.0,43.2,44.75,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.45,-1.51,7.91,4.0,42.33,43.84,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.92,-39.21,19.77,2.0,622.58,661.79,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.64,-34.53,19.51,2.0,577.52,612.05,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.34,-25.95,13.99,2.0,571.66,597.61,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.13,-25.79,12.65,4.0,598.21,624.01,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.01,24.31,10.46,2.0,629.75,605.44,2.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.98,-25.02,7.9,4.0,603.43,628.44,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.11,-31.8,14.13,4.0,589.88,621.68,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.87,-35.78,15.96,4.0,574.27,610.05,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
12.28,70.91,28.93,6.0,648.17,577.26,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.29,-27.67,8.65,4.0,617.56,645.23,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.26,-20.52,7.15,2.0,369.85,390.37,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.7,-17.93,7.28,4.0,363.36,381.29,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.51,-0.43,7.17,2.0,9.03,9.45,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.18,-0.55,8.85,4.0,10.04,10.59,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
17.09,1.72,18.98,6.0,11.82,10.09,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.72,-6.38,8.27,2.0,228.43,234.8,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.12,-7.26,7.9,2.0,225.61,232.87,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
2.42,-5.35,8.45,4.0,215.59,220.95,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.1,-8.84,9.62,2.0,206.8,215.63,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.31,-4.87,7.19,4.0,205.86,210.74,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.58,-5.42,7.51,4.0,204.82,210.24,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.94,-5.94,7.89,4.0,196.27,202.21,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
3.59,-7.29,8.45,2.0,196.15,203.44,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
4.14,-8.41,9.7,4.0,194.58,202.99,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
4.04,7.94,9.08,5.0,204.25,196.31,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
5.06,-10.4,10.8,2.0,195.01,205.41,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
3.86,7.63,8.43,5.0,205.27,197.64,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
5.85,-12.07,9.35,2.0,194.32,206.38,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
17.5,-0.2,11.8,2.0,0.94,1.14,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
1111.9,0.92,10.01,5.0,1.0,0.08,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
8.99,-0.09,7.59,2.0,0.88,0.97,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
3.94,-8.57,8.48,2.0,208.99,217.56,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.73,-5.84,7.88,2.0,207.62,213.46,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.51,-5.33,7.21,4.0,206.65,211.98,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.52,-5.3,7.47,4.0,205.27,210.56,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
3.21,-6.56,7.97,4.0,197.88,204.44,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
2.75,-5.63,7.99,2.0,199.24,204.88,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
4.98,-10.26,14.55,4.0,195.65,205.91,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
4.34,8.57,8.43,5.0,205.98,197.41,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
3.81,-7.86,7.67,2.0,198.37,206.23,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
5.38,-11.16,8.09,2.0,196.18,207.34,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
18.97,-0.22,10.35,4.0,0.94,1.16,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
935.24,0.91,8.46,5.0,1.0,0.1,4.0,1,False,False,False,False,False,False,False,False,False,False,0.0031686030351881704
6.29,-115.18,8.29,2.0,1715.17,1830.35,2.0,0,False,False,False,False,False,False,False,False,False,False,0.0009450219578631386
61.8,-0.87,8.05,5.0,0.54,1.4,4.0,0,False,False,False,False,False,False,False,False,False,False,0.0056145422202457055
3.94,7.53,21.29,6.0,198.76,191.23,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
19.49,-2.94,7.23,6.0,12.15,15.1,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
26.49,182.23,59.79,6.0,870.09,687.86,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
11.61,-1097.13,9.59,2.0,8355.86,9452.99,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
40.54,3371.21,63.82,6.0,11686.89,8315.69,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
10.87,-174.4,9.06,2.0,1429.83,1604.23,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
206.5,2874.17,123.51,6.0,4266.02,1391.85,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
60.98,12.97,40.76,6.0,34.24,21.27,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
12.78,-160.51,18.65,6.0,1095.19,1255.7,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
10.44,-14.94,7.73,2.0,128.2,143.14,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
8.91,-7.2,8.65,2.0,73.57,80.77,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
12.48,-35.49,7.97,2.0,248.98,284.47,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
8.9,5.32,17.85,6.0,65.12,59.8,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.94,-10.4,10.2,6.0,200.17,210.57,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.28,-23.66,8.17,2.0,697.02,720.67,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.83,-41.33,13.89,2.0,667.32,708.65,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.74,-33.39,11.16,4.0,670.7,704.09,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.89,-27.35,8.69,4.0,676.5,703.86,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.83,-45.02,8.48,2.0,886.42,931.44,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.27,-30.56,7.87,2.0,903.17,933.73,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.51,-51.97,15.09,2.0,891.61,943.58,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.59,-33.17,9.31,4.0,891.61,924.78,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.67,-34.27,7.49,4.0,899.19,933.46,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
3.52,-31.85,7.61,2.0,872.09,903.95,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.49,-24.97,7.81,2.0,430.16,455.13,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.1,-40.23,8.64,2.0,749.03,789.27,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
4.64,-36.58,7.71,2.0,751.16,787.74,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
7.44,-5.68,10.42,2.0,70.61,76.28,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
6.22,-4.74,12.86,2.0,71.45,76.19,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
7.31,-5.41,13.76,2.0,68.58,73.98,2.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
7.28,-5.43,9.08,4.0,69.18,74.61,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
6.58,-5.03,12.59,4.0,71.41,76.45,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.2,3.75,8.28,2.0,75.9,72.15,2.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.87,-4.44,15.02,4.0,71.17,75.6,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
5.0,3.55,7.74,6.0,74.64,71.09,4.0,1,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
6.22,-4.65,9.68,4.0,70.17,74.82,4.0,0,False,False,False,False,False,False,False,False,False,False,0.20090055033631662
